,id,intitule,description,dateCreation,dateActualisation,origineOffre,romeCode,appellationlibelle,typeContrat,salaire,dureeTravailLibelleConverti,qualificationLibelle,secteurActiviteLibelle,langues,formations,permis,latitude,longitude,Departement,Ville,intitule_clean
390,8807718,data scientist,"description :


rattaché(e) au head data analytics, vos projets seront à destination de iliad, maison mère. vous serez amené(e) à accompagner la direction groupe dans leurs besoins d'analyse de données par la réalisation de cas d'usage en machine learning, recherche opérationnelle, statistiques, etc. en collaboration avec les data engineers et en relation avec les diverses entités métier et fonction transversales du groupe (en france et à l'étranger).accompagné(e) par le management du pôle et en interaction avec les data engineers,vous implémenterez des méthodes de science des données et d'analyse statistique pour répondre à des besoins métiers concrets concernant des sujets à fort impact stratégique pour le groupevous développerez une connaissance approfondie des activités de free/iliad et entretiendrez une communication étroite avec le métier pour assurer la pertinence de vos solutionsvous encadrerez les membres juniors de l'équipe sur les questions techniquesvous serez une référence technique sur vos sujets, capable de les animer au sein de l'équipe et plus largement de la communauté data du groupevous vous assurerez de créer une documentation pertinente sur vos différents sujetsparmi les principaux sujets abordés par l'équipe data figurent :le ciblage des offres commercialesl'excellence opérationnelle dans le déploiement des réseauxl'optimisation de la qualité de service
  
  
profil recherché :
  
  
hard-skills :5 ans d'expériences en data science, préférablement appliquée au businesscapacité à produire du code robuste et à implémenter des solutions dans un environnement de production (python)au fait des dernières techniques et solutions innovantesi heard you speak english? this will be a real strength in an international context !soft-skills :capacité à comprendre et traduire des enjeux business complexes en solution techniqueesprit d'équipe et communication efficace avec ses pairs et ses managerscapable d'adapter un message à n'importe quelle audience, y compris non techniqueaxé sur les résultats, pragmatique et agilecapable de challenger les autres et de recevoir du feedbackniveau de formationbac+5 ou ou équivalent dans le domaine de la data (école d'ingénieur, écoles spécialisées, formation universitaire avec une spécialisation sciences des données)evolution possiblelead data scientistprincipal data scientist",2023-12-28,2023-12-28,https://candidat.pole-emploi.fr/offres/recherche/detail/8807718,M1403,Data scientist,CDI,non disponible,non disponible,non disponible,Télécommunications filaires,non disponible,non disponible,non disponible,2.320377,48.871597,75,paris,data scientist
391,8794199,consultant data - aix),"responsabilités : 

vos missions ?
intégré à nos équipes, vous assurez les missions suivantes :
 - analyse du besoin client
 - proposition d'une architecture au client
 - développement de flux (etl/esb)
 - implémentation du stockage (relationnel/nosql)
 - proposition de restitution (reporting/bi/supervision)
 - préconisation matérielle selon besoin du client
 - implémentation chez le client
la stack technique :
 -  outils :
etl/esb : talend, wso2
bi : qlik, powerbi, jasper, birt, spagobi, knowage
 - bases de données :
relationnelle : oracle, sql server, mysql postgresql
nosql : mongodb, cassandra, influxdb, elastic, solr.
 - traitements batch (etl) et bus de données
 - connaissance si (infrastructure, réseau, haute dispo, amazon)
 - connaissance développement : java, html, javascript, python, script shell

profil recherché : 

alors ? prêt à devenir amiltonien ?
n'hésitez pas à postuler si vous vous reconnaissez :
 - diplômé bac+4/5 (master ou école d'ingénieur) vous disposez de 2 ans d'expérience en tant que consultant data.
 - plus que des compétences techniques, vous avez une curiosité naturelle et un fort esprit d'analyse. vous pouvez monter en compétences en autonomie et prendre en main de nouveaux projets pour répondre aux problématiques que vous gérez.
nos postes sont ouverts aux personnes en situation de handicap.",2023-12-28,2023-12-28,https://candidat.pole-emploi.fr/offres/recherche/detail/8794199,M1403,Data scientist,CDI,"Annuel de 26000,00 Euros à 37000,00 Euros",Temps plein,Cadre,non disponible,non disponible,non disponible,non disponible,43.136385,5.933457,83,toulon,consultant data - aix)
392,8306786,data scientist,"votre poste 
  
 la data chez shopopop est à la fois utilisée comme aide à la décision en support des choix techniques, marketing et commerciaux et intégrée directement au sein de nos produits. avec la forte croissance de l'entreprise, les missions au sein de l'équipe data n'ont cessé de croître et nous sommes actuellement en train de finaliser la création d'un datawarehouse.
  
 paul, notre data scientist, s'étant envoler pour l'étranger, c'est avec impatience que jean-marc, team lead data, et jordan, data scientist, attendent d'accueillir leur futur.e collègue au poste de data engineer.
  
 vous rejoindrez une équipe tech travaillant en contexte agile :
  
- 1 engineering manager 
- 1 cto 
- 1 sre 
- 1 lead dev transverse 
- 1 équipe frontend (4 développeurs front) 
- 1 équipe backend (1 lead dev et 8 développeurs back) 
- 1 équipe mobile (4 développeurs mobile) 
- 1 head of product 
- 3 product owners 
- 2 product designers 
- 2 testeurs qa 
  
 l'écosystème de données permet d'intervenir sur l'ensemble des domaines métiers. ici, la data met son grain de sel partout  en contact quotidien avec l'ensemble des services de shopopop, le poste a une réelle portée opérationnelle : 
  
- une pincée de segmentation pour davantage de visibilité selon les besoins marketing et business ; 
- de l'analyse de churn pour améliorer la rétention de nos cotransporteurs ; 
-  une cuillerée de yield management pour optimiser la marge; 
- le tout saupoudré d'analyse géospatiale pour optimiser la logistique et la visibilité des livraisons ✨ 
  
 en plus de l'optimisation, la création et l'implémentation de ces algorithmes dans un environnement microservices, vous serez en charge de les tester et d'assurer leur mise en production pour faire évoluer le produit. la partie analyse de données fera aussi partie de votre quotidien.
  
 si ce que vous avez lu jusqu'ici vous a mis en appétit, voici plus de détail 
  
 vos missions 
  
  créer, optimiser, développer et implémenter des microservices avec fastapi et optimiser la code base en python liée à la visibilité des livraisons dans un environnement de production ; développer et maintenir une pipeline data intégrant des sources de données diverses ; 
  
- identifier les leviers d'améliorations data sur l'environnement de production; 
- faire des analyses ponctuelles de données sur des besoins métiers, produit et marketing et mener des analyses exploratoires en travaillant étroitement avec les équipes métier pour comprendre et répondre à leurs besoins; 
- participer aux tâches récurrentes de l'équipe data telles que la maintenance pipeline data et l'amélioration des méthodes d'analyse et de modélisation. 
  
 environnement technique : python (pandas et scikit learn), fastapi, mysql / postgresql, dbt, qlik sense, github, jira, confluence, cloud.
 vous avez au moins 3 ans d'expérience en analyse de données avec du développement python afin d'être à même de vous intégrer rapidement à l'environnement de développement et de partager votre expérience ;  charmeur.euse de serpent dans l'âme, développer et déployer en production du code en python dans un environnement cloud ☁ fait parti de votre quotidien  ; vous maîtrisez la stack python data science et le sql ; vous avez de l'expérience en data engineering, en statistique, en machine learning et en data visualisation ; 
  vous avez déjà été amené(e) à participer à la création et au maintien d'une pipeline data ️ 
  
  
 déroulement des entretiens
  
 1️⃣ premier échange téléphonique avec notre camille, notre talent acquisition manager
 2️⃣ entretien avec jean-marc, notre team lead data, et jordan, notre data scientist
 3️⃣ dernier entretien avec matthieu, notre head of product
  
 et voilà, bienvenue chez nous 
  
  
 ce que nous offrons à nos collaborateurs
  
  
- vous arrivez au bon moment pour prendre une place stratégique dans une organisation en croissance 
- vous rejoignez une équipe data bienveillante où l'entraide tient une place importante 
- vous bénéficiez d'une grande autonomie et d'un environnement où vos prises d'initiatives sont encouragées 
 et en bonus :
  
- jusqu'à 3 jours de télétravail possibles par semaine 
- forfait mobilité durable (abonnement transport pris en charge à 100% / 200€ pour l'utilisation de mobilités douces) 
- carte swile (8.5€ par journée travaillée, pris en charge à 60%) 
- des locaux flambant neufs à nantes, proches de la gare  
- un espace déjeuner et un espace repos où le café, le thé et les gourmandises sont à volonté 
- une mutuelle (a",2023-12-20,2024-01-18,https://candidat.pole-emploi.fr/offres/recherche/detail/8306786,M1403,Data scientist,CDI,"Annuel de 37000,00 Euros à 42000,00 Euros",non disponible,non disponible,non disponible,non disponible,non disponible,non disponible,47.239367,-1.555335,44,nantes,data scientist
393,8139328,data scientist,"nous recherchons un(e) data scientist h/f, ayant déjà une expérience réussie dans l'industrie, pour rejoindre notre équipe performance opérationnelle.

votre mission 

dans le cadre de notre stratégie industrie 4.0, vous ferez preuve d'innovation pour optimiser nos processus industriels. vous développerez des solutions en :

modélisation mathématique, recherche opérationnelle et aide à la décision, computer vision, machine learning, analyse de séries temporelles, statistique, data mining, maintenance prédictive, etc.

vos responsabilités

travailler en étroite collaboration avec les équipes opérationnelles pour comprendre les besoins métier et identifier les opportunités d'optimisation grâce à l'intelligence artificielle.

analyser les données, concevoir des solutions, développer vos modèles pour résoudre des problèmes opérationnels.

travailler avec les équipes du système d'information pour déployer votre solution sur la plateforme ia du site industriel.",2023-12-16,2023-12-16,https://candidat.pole-emploi.fr/offres/recherche/detail/8139328,M1403,Data scientist,CDI,non disponible,non disponible,non disponible,non disponible,non disponible,non disponible,non disponible,44.3833,4.7,26,pierrelatte,data scientist
394,7881696,data scientist,"descriptif du poste:

au sein de la nouvelle direction data, chargée de l'exploitation et de la valorisation des données à travers le groupe, nous recherchons un data scientist confirmé (h/f) pour intégrer une équipe dynamique en forte croissance composée de data scientists, data engineers, product owners, devops et full stacks.  au quotidien vous serez amené à : -désigner et créer des algorithmes, construire des modèles, prototyper les solutions imaginées sur des données hétérogènes et mondiales ;-travailler en équipe avec les data scientists de la direction data ;-identifier de nouvelles sources de données pertinentes, proposer des  use cases  innovants ;-interagir étroitement avec les data engineers de la direction data et de la dsi pour l'intégration, mise en production des outils et algorithmes ;-développer vos prototypes directement sur notre plateforme big data et aurez la responsabilité technique des projets.-vous aurez la chance de participer à la mise en place de cette direction, et interviendrez sur l'ensemble de la chaine data à nos côtés.

profil recherché:

amoureux de la data, passionné par ses utilisations, avec un esprit innovant et autonome. vous cherchez à relever un défi et êtes motivé par les challenges en perspective. de formation bac +5 minimum de type école d'ingénieur, vous avez au moins 3 années d'expérience préalable dans le traitement de données en industrie, avec le développement d'algorithmes sur une infrastructure big data. vous avez idéalement déjà été amené à gérer des équipes en mode projet et êtes autonome sur l'architecture du projet, le chiffrage des tâches et le respect des délais. vous maîtrisez un environnement cloud (aws, azure, etc) vous avez une connaissance des modèles de machine learning aussi bien théorique que pratique, et avez le désir d'approfondir ces compétences.  compétences requises : -connaissance pointue en machine learning, artificial intelligence, econométrie avec des expériences d'utilisations sur données réelles ;-capacité reconnue à travailler avec les langages tels que java, python, scala, etc. et sur les infrastructures big data ;-compréhension fine des enjeux business ;-habilité à communiquer sur les algorithmes et les applications développées à des non experts (anglais & français) ;-force de proposition et esprit innovant ;-expérience de travail en équipe. la maîtrise de l'anglais est indispensable pour ce poste à dimension internationale.",2023-12-13,2024-01-12,https://candidat.pole-emploi.fr/offres/recherche/detail/7881696,M1403,Data scientist,CDI,non disponible,non disponible,Cadre,Régie publicitaire de médias,non disponible,non disponible,non disponible,48.886191,2.265869,92,neuilly sur seine,data scientist
395,7919347,data engineer,"en bref : nice- cdi - data engineer talend (f/h) - salaire selon expérience - télétravail
adsearch, cabinet de recrutement basé à nice vous accompagne dans votre carrière pour vous trouver le poste idéal.
je recrute pour un client un data engineer talend (f/h) basé à nice.
vos missions :
cadre du besoin
implémentation des solutions bi - talend
rédaction des spécifications techniques et fonctionnelles
modélisation des systèmes décisionnels
optimisation et monitoring",2023-12-13,2024-02-03,https://candidat.pole-emploi.fr/offres/recherche/detail/7919347,M1403,Data scientist,CDI,"Annuel de 30000,00 Euros à 50000,00 Euros",non disponible,non disponible,non disponible,non disponible,non disponible,non disponible,43.713012,7.250987,06,nice,data engineer
396,166BQWP,data engineer,"nous recherchons un data engineer spark/scala expérimenté pour rejoindre notre équipe data science. vous serez responsable de la conception, du développement et de l'exploitation d'un datalake pour un client bancaire.

responsabilités:
concevoir et mettre en œuvre l'architecture du datalake, en tenant compte des différents types de données (structurées, non structurées, etc.) et des différentes sources de données (bases de données, applications, iot, etc.)
développer et maintenir les pipelines de données, en utilisant les frameworks apache hadoop, apache hive, apache pig et apache storm
assurer la qualité des données et la sécurité du datalake, en utilisant les outils et techniques appropriés
collaborer avec les équipes de développement et d'analyse, pour les aider à accéder aux données et à les utiliser pour leurs analyses. 

compétences attendues:
profil expert en développement d'applications spark/scala avec au moins 7 ans d'expérience
connaissances des frameworks apache hadoop, apache hive, apache pig et apache storm
connaissances des langages de programmation scala, python ou java
connaissances des principes de la gestion de données, notamment du stockage, du traitement, de l'analyse et de la visualisation des données
aptitude à travailler en équipe et à communiquer efficacement. 

compétences techniques supplémentaires:
kafka, kafka-stream
scala/java
hadoop
devops (jenkins, kubernetes, docker, ansible)

profil recherché:
diplômé d'une école d'ingénieur ou d'un master en informatique
passionné par le big data et l'analyse
apte à apprendre rapidement et à s'adapter à de nouveaux environnements

rémunération:
salaire fixe selon profil
primes
avantages sociaux

lieu de travail:
bordeaux, france",2023-12-08,2024-01-31,https://candidat.pole-emploi.fr/offres/recherche/detail/166BQWP,M1403,Data scientist,CDI,Annuel de 45000 Euros sur 12 mois,Temps plein,Cadre,Conseil en systèmes et logiciels informatiques,"[{'libelle': 'Français', 'exigence': 'E'}]",non disponible,non disponible,44.851895,-0.587877,33,bordeaux,data engineer
397,7355042,data scientist,"au sein de notre filiale effigemy, nous sommes à la recherche d'un alternant(e) en data science pour accompagner notre data scientist ! 
 
 
 
vous voulez un apprentissage qui a du sens, qui donne accès à des missions concrètes et opérationnelles ?
 
l'opportunité de travailler sur des projets structurants avec un impact concrêt? une expérience professionnelle significative à valoriser sur votre cv?
 
ne cherchez plus, candidatez toute suite ! 
 
 
 
vos responsabilités seront de : 
 
 
 
participer à la collecte, au nettoyage et à la préparation des données pour l'analyse : vous serez impliqué(e) dans le processus de collecte de données, leur nettoyage, et leur préparation en vue de l'analyse.
 
 
 
contribuer à la conception et à la mise en œuvre de modèles d'apprentissage automatique et d'algorithmes : vous serez responsable de la conception, du développement et de la mise en œuvre de modèles d'apprentissage automatique pour résoudre des problèmes de prévision, de classification et de segmentation. vous travaillerez sur des projets importants visant à améliorer la performance de notre service. 
 
 
 
collaborer avec les équipes métier : vous travaillerez en étroite collaboration avec les équipes afin de comprendre leurs besoins en termes d'analyse de données et vous proposez des solutions techniques appropriées. 
 
 
 
participer à l'automatisation des processus : vous contribuerez à l'automatisation des processus liés à l'analyse de données pour améliorer l'efficacité et la précision de nos opérations et pour ce faire,  vous serez chargé(e) d'évaluer la qualité des données et de veiller à leur intégrité.
 
 
 
analyser les résultats et recommandations : vous analyserez les résultats de vos modèles et fournirez des recommandations pour améliorer les performances des modèles et répondre aux besoins de l'entreprise.

vous êtes inscrit(e) en m1 ou m2 dans le domaine de la data science, de l'informatique, des mathématiques, de la statistique ou d'un domaine connexe.
 
 
 
vous avez une maitrise du python et r.
 
vous connaissez les outils comme pandas, numpy, scikit-learn et/ou des bibliothèques similaires. 
 
 
 
vous êtes curieux et vous avez uin esprit d'analyse et de résolution de problèmes liées au données. 
 
 
 
you have good english level to read and understand technical procedure.",2023-12-06,2024-01-18,https://candidat.pole-emploi.fr/offres/recherche/detail/7355042,H1402,Ingénieur / Ingénieure méthodes et process,CDD,non disponible,non disponible,non disponible,Activités des sociétés holding,non disponible,non disponible,non disponible,48.06434,-1.268565,35,torce,data scientist
398,6224915,data engineer,"le modèle économique de tebubio est basé sur les données : tebubio agrège, qualifie, améliore, harmonise, concentre et présente les données de ses fournisseurs à ses clients. l'objectif est de faciliter l'expérience d'achat des clients, par le biais de catalogues personnalisés, de « punchouts » ou même d'intégrations e-procurement (intégration directe des bons de commande dans les backends du client et de tebubio). 
 
les systèmes d'information de tebubio sont donc un véritable atout pour l'entreprise, notamment les composants informatiques, dont un datalake synapse, le middleware talend, les workflows ms powerplatform, le site web b2b et le backend erp dynamics. tebubio a récemment réorganisé son équipe de traitement des données et cherche à l'élargir. 
 
 
 
quelles seront vos principales missions ? 
 
vous contribuerez à l'exécution de la stratégie informatique en lien avec les objectifs commerciaux. vous collaborerez avec l'équipe informatique et les métiers pour comprendre et satisfaire les exigences en matière de données, les traduire et développer les solutions adéquates : 
 
- développer les workflows en utilisant les outils appropriés en fonction des systèmes des clients et des plateformes locales (talend mais aussi microsoft power platform etc.) 
- optimiser les flux de produits   
- optimiser l'intégration des fichiers produits des fournisseurs dans l'erp (dynamics 365 f&o) 
- créer des jobs d'intégration pour homogénéiser les entrées de données et garantir la qualité des données 
- intégrer les produits dans l'erp via talend 
- optimiser l'exportation des catalogues de produits spécifiques aux clients (""e-catalogues"") 
- développer et maintenir les processus de commande électronique à travers les plateformes (ariba, peppol etc.) et les systèmes des clients,  
- développer et maintenir les processus de facturation électronique à travers les plateformes (chorus, peppol, b2brouter) 
- contribuer à la mise à jour de la base de données  
- créer les catalogues électroniques  
    bac + 5 en informatique 
   expérience précédente sur talend (3 ans minimum) 
   environnement b2b  
   connaissance de l'environnement technique microsoft (azure, dynamics, power platform, ms 0365, ...) 
   industries à forte intensité de données 
   expérience en java/j2ee, xml, xslt, esb/etl, idéalement talend 
  
       familiarité avec la méthodologie agile/scrum 
   solides compétences en matière de dépannage et de résolution de problèmes 
   anglais (b1 minimum) 
  
  quels sont les avantages à travailler chez tebubio ?


     vous pourrez contribuer à faciliter le travail des chercheurs en sciences de la vie 
   vous ferez partie d'une entreprise à taille humaine avec de belles ambitions de développement it (crm et erp, site web e-commerce) 
   les sujets sont donc variés : e-procurement, base de produits, interactions entre outils et plateformes sur des sujets porteurs. et tout cela, dans un environnement international : collègues européens et fournisseurs mondiaux. 
   vous travaillerez de façon transverse avec 9 bureaux en europe, et plus de 15 nationalités   -contrat: cdi (37 heures/semaine)  -télétravail possible  -salaire entre 40k€ et 55k€ brut annuel en fonction de l'expérience  -rtt -tickets restaurants (carte swile)  -50% remboursement des frais de transport en commun",2023-11-19,2024-02-02,https://candidat.pole-emploi.fr/offres/recherche/detail/6224915,M1403,Data scientist,CDI,non disponible,Temps plein,non disponible,Commerce de gros (commerce interentreprises) de produits chimiques,non disponible,non disponible,non disponible,48.694115,1.843396,78,le perray en yvelines,data engineer
399,5548186,data scientist,"safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. implanté sur tous les continents, le groupe emploie 83 000 collaborateurs pour un chiffre d'affaires de 19,0 mds d'euros en 2022, et occupe, seul ou en partenariat, des positions de premier plan mondial ou européen sur ses marchés. safran s'engage dans des programmes de r&d qui préservent les priorités environnementales de sa feuille de route d'innovation technologique.



safran est dans le top 30 des meilleurs employeurs mondiaux 2022 selon le magazine forbes.



safran aircraft engines conçoit, produit et commercialise, seul ou en coopération, des moteurs aéronautiques civils et militaires aux meilleurs niveaux de performance. la société est notamment, à travers cfm international*, le leader mondial de la propulsion d'avions commerciaux court et moyen-courriers. dans le domaine de la propulsion militaire, la société a intégralement conçu développé et produit le m88 et le m53 qui équipent respectivement le rafale et le mirage 2000 et sera intégrateur du moteur du futur avion de combat européen.


descriptif missionau sein de la direction des bureaux d'etudes systèmes propulsifs de safran aircraft engines, le pôle analyse de risques en exploitation (are) du service sûreté de fonctionnement s'occupe particulièrement de modéliser la fiabilité / sécurité des moteurs en exploitation. 



dans ce cadre, vous serez amené à intervenir sur tous les produits civils et militaires de safran aircraft engines certifiés ou qualifiés. 



vous serez notamment en charge des activités techniques suivantes : 

- analyser les événements en production et en service à l'aide de modèles de survie à partir de données censurées et évaluer statistiquement les risques associés pour les flottes 

- réaliser les notes de justification / capitalisation 

- participer aux activités d'améliorations / optimisation des codes développés pour les analyses statistiques 

- contribuer à la captation et à l'analyse du retour d'expérience en service 

- participer activement au développement et à la mise en oeuvre du plan de progrès du service sur les thématiques analyses statistiques & analyse du retour d'expérience 



a cette fin, vous travaillerez en interface avec de nombreux acteurs au sein de l'entreprise (bureaux d'études de la direction technique et de la direction industrielle, support client, marques techniques).",2023-11-07,2024-01-11,https://candidat.pole-emploi.fr/offres/recherche/detail/5548186,M1403,Data scientist,CDI,non disponible,non disponible,non disponible,non disponible,non disponible,non disponible,non disponible,48.6167,2.6,77,moissy cramayel,data scientist
400,5108972,data scientist,"description de l'emploi :envie de déployer vos ailes ?et si votre aventure commençait avec nous ?...
nous vous proposons d'intégrer un poste de data scientist dans une entreprise leader mondial dans son domaine, tournée vers le digital, à la pointe de la recherche et de l'innovation.une offre intitulée « data scientist (h/f) » vient de s'ouvrir au sein d'airbus helicopters sur son site de les florides à marignane.
vous rejoindrez une équipe de 35 personnes au sein du département en charge d'accompagner les métiers d'animation et logistique de pièces neuves et réparées en rechange dans leurs projets de transformation et dans l'amélioration de leur performance opérationnelle et économique.l'activité support et service d'airbus helicopters génère plusieurs milliards de chiffre d'affaire et a vocation à service des clients répartis dans le monde entier.
tâches et responsabilités :
vous contribuerez aux activités principales suivantes :",2023-10-28,2024-01-31,https://candidat.pole-emploi.fr/offres/recherche/detail/5108972,M1403,Data scientist,CDI,non disponible,non disponible,non disponible,non disponible,non disponible,non disponible,non disponible,43.2967,5.37639,13,non disponible,data scientist
401,4908045,data scientist,"safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. implanté sur tous les continents, le groupe emploie 83 000 collaborateurs pour un chiffre d'affaires de 19,0 mds d'euros en 2022, et occupe, seul ou en partenariat, des positions de premier plan mondial ou européen sur ses marchés. safran s'engage dans des programmes de r&d qui préservent les priorités environnementales de sa feuille de route d'innovation technologique.



safran est dans le top 30 des meilleurs employeurs mondiaux 2022 selon le magazine forbes.



safran aircraft engines conçoit, produit et commercialise, seul ou en coopération, des moteurs aéronautiques civils et militaires aux meilleurs niveaux de performance. la société est notamment, à travers cfm international*, le leader mondial de la propulsion d'avions commerciaux court et moyen-courriers. dans le domaine de la propulsion militaire, la société a intégralement conçu développé et produit le m88 et le m53 qui équipent respectivement le rafale et le mirage 2000 et sera intégrateur du moteur du futur avion de combat européen.


descriptif missionau sein de l'entité engineering de la direction support & services, vous serez rattaché-e à un service de bureau d'études focalisé sur les moteurs en service. 



la surveillance automatisée de nos moteurs, via des modèles de suivi du fonctionnement en production ou des modèles de maintenance prédictive, est aujourd'hui un enjeu majeur pour réduire les coûts de production et pour assurer un service efficace et optimisé au client tout en réduisant les coûts de possession des moteurs.

cette surveillance s'appuie d'une part sur des données de fonctionnement moteur collectées grâce à des capacités embarquées d'acquisition de données de vol et d'autre part sur des données issues de la production, des ateliers de réparation et de stations de mesures météorologiques/environnementales disponibles au niveau des aéroports.



le bureau d'etudes support et services a mis en place un pôle analytics pour soutenir les activités de l'engineering (analyse causale des événements flotte, suivi de l'état de santé des pièces en service, contribution à la maintenance prédictive, ...), et ce grâce à l'exploitation des données de vol, de maintenance, de production, ... cette activité est menée en coordination étroite avec les différents secteurs de la société qui travaillent en lien avec l'analyse de ces données.



missions du poste



assurer un soutien actif, par l'analyse de données, aux analyses causales support en service.

en se basant, entre autres, sur les données moteurs production, flotte et maintenance, développer des algorithmes ayant une double composante physique et statistique permettant de réaliser un suivi individualisé des moteurs :



- détection d'usures de pièces ou de composants moteurs



- aide la décision pour des inspections ou réparations ciblées.



 participer au déploiement de la démarche analytics au sein du be support et services, ce qui inclut notamment :



- le soutien et la formation à la démarche d'analyse de données et de modélisation



- le soutien à l'utilisation et le développement de moyens d'accès, de visualisation et de traitement de la donnée



- la communication régulière auprès des unités.



contribuer au maintien en conditions opérationnelles des outils spécifiques du be support et services utilisées pour la visualisation ou le croisement de données, pour le traitement automatique des sanctions des questions clients.



dans le cadre des activités du be, contribuer aux échanges avec les différents secteurs en charge de la donnée et des projets associés.



contribuer à l'élaboration de la roadmap analytics du be, en cohérence avec les besoins et roadmaps métiers de la direction et des besoins des clients internes.



s'appuyer sur le réseau métier mathématiques, algorithmes et informatique scientifique, pour adresser les besoins de son périmètre et diffuser au sein du be les bonnes pratiques établies par le réseau.",2023-10-26,2024-01-31,https://candidat.pole-emploi.fr/offres/recherche/detail/4908045,M1804,Ingénieur / Ingénieure études et support télécoms,CDI,non disponible,non disponible,non disponible,non disponible,non disponible,non disponible,non disponible,48.5833,2.66667,77,montereau sur le jard,data scientist
402,2917014,data engineer,"responsabilités : 

les missions d'un amiltonien :
en tant que data engineer (h/f), vous serez en charge des missions suivantes :
- concevoir et développer les futures fonctionnalités de la plateforme big data sous google cloud platform.
- concevoir les flux d'alimentation et les tables (structure de donnée).
- automatiser et industrialiser les flux.
- assurer le run applicatif, le cas échéant.
la stack technique :
o maîtrise des langages suivants : sql, talend, bigquery
o connaissances de google (gcp)
o notion de programmation fonctionnelle

profil recherché : 

le profil d'un amiltonien :
diplômé bac+4/5 (ecole d'ingénieur/master), vous disposez de 2 années d'expérience dans le développement de data.
toujours sur le qui-vive des nouveautés technologiques, vous êtes force de proposition sur des technos, des outils ou des process qui permettent d'améliorer la qualité du code et la stabilité de nos applications.
outre vos compétences techniques, nous nous intéressons également à votre potentiel et votre motivation.
nos postes sont ouverts aux personnes en situation de handicap.",2023-09-25,2024-01-06,https://candidat.pole-emploi.fr/offres/recherche/detail/2917014,M1403,Data scientist,CDI,"Annuel de 35000,00 Euros à 55000,00 Euros",Temps plein,Cadre,non disponible,non disponible,non disponible,non disponible,50.630992,3.045433,59,lille,data engineer
